date,cluster_name,datacenter,business_unit,storage_platform,usable_capacity_tb,raw_capacity_tb,daily_write_tb_estimate,net_new_storage_tb,starting_used_tb,starting_utilization_tier,used_capacity_tb,free_capacity_tb,capacity_utilization_pct
2013-09-03,FS-CLUSTER-01,Memphis,Logistics,Fast SAN-style storage,1683.7127432411123,2115.725282545138,0.021851326670791784,0.0017481061336633427,915.0793755499424,Low,915.1257143025429,768.5870289385695,54.351653390764554
2013-09-04,FS-CLUSTER-01,Memphis,Logistics,Fast SAN-style storage,1683.7127432411123,2115.725282545138,0.029282929942385537,0.002342634395390843,915.0793755499424,Low,915.1280569369383,768.584686304174,54.351792525804356
2013-09-05,FS-CLUSTER-01,Memphis,Logistics,Fast SAN-style storage,1683.7127432411123,2115.725282545138,0.04047023166586174,0.0032376185332689397,915.0793755499424,Low,915.1312945554715,768.5814486856408,54.351984816237874
2013-09-06,FS-CLUSTER-01,Memphis,Logistics,Fast SAN-style storage,1683.7127432411123,2115.725282545138,0.026695266176342287,0.002135621294107383,915.0793755499424,Low,915.1334301767656,768.5793130643467,54.35211165624088
2013-09-07,FS-CLUSTER-01,Memphis,Logistics,Fast SAN-style storage,1683.7127432411123,2115.725282545138,0.02598582691663474,0.0020788661533307795,915.0793755499424,Low,915.135509042919,768.5772341981933,54.35223512541112
2013-09-08,FS-CLUSTER-01,Memphis,Logistics,Fast SAN-style storage,1683.7127432411123,2115.725282545138,0.03037315396412593,0.0024298523171300745,915.0793755499424,Low,915.1379388952361,768.5748043458763,54.35237944054604
2013-09-09,FS-CLUSTER-01,Memphis,Logistics,Fast SAN-style storage,1683.7127432411123,2115.725282545138,0.02845047305422806,0.002276037844338245,915.0793755499424,Low,915.1402149330804,768.5725283080319,54.35251462024658
2013-09-10,FS-CLUSTER-01,Memphis,Logistics,Fast SAN-style storage,1683.7127432411123,2115.725282545138,0.025110489147067584,0.002008839131765407,915.0793755499424,Low,915.1422237722122,768.5705194689001,54.35263393033317
2013-09-11,FS-CLUSTER-01,Memphis,Logistics,Fast SAN-style storage,1683.7127432411123,2115.725282545138,0.02878992125734151,0.0023031937005873206,915.0793755499424,Low,915.1445269659127,768.5682162751996,54.35277072288937
2013-08-12,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.010836189765561501,0.0008668951812449201,536.9526121398804,Low,536.9534790350617,631.046755308392,45.97203521426427
2013-08-13,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.008909330713106085,0.0007127464570484868,536.9526121398804,Low,536.9541917815187,631.046042561935,45.972096237065124
2013-08-14,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.00924810365465115,0.000739848292372092,536.9526121398804,Low,536.9549316298111,631.0453027136426,45.97215958022814
2013-08-15,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.008448337384631693,0.0006758669907705355,536.9526121398804,Low,536.9556074968019,631.0446268466518,45.972217445541084
2013-08-16,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.010360576200160326,0.0008288460960128261,536.9526121398804,Low,536.9564363428979,631.0437980005559,45.97228840837752
2013-08-17,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.007139284664101192,0.0005711427731280954,536.9526121398804,Low,536.957007485671,631.0432268577827,45.972337307577746
2013-08-18,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.007005028799281966,0.0005604023039425573,536.9526121398804,Low,536.957567887975,631.0426664554788,45.97238528721743
2013-08-19,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.007778189456994655,0.0006222551565595724,536.9526121398804,Low,536.9581901431316,631.0420442003222,45.972438562476995
2013-08-20,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.008046868084960804,0.0006437494467968644,536.9526121398804,Low,536.9588338925784,631.0414004508754,45.97249367800077
2013-08-21,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.007384990681319297,0.0005907992545055437,536.9526121398804,Low,536.9594246918329,631.0408096516209,45.97254426011857
2013-08-22,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.007598828563573207,0.0006079062850858566,536.9526121398804,Low,536.9600325981179,631.0402017453358,45.972596306879105
2013-08-23,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.007951711387135638,0.0006361369109708511,536.9526121398804,Low,536.9606687350289,631.0395656084248,45.972650770644805
2013-08-24,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.006693940323675194,0.0005355152258940155,536.9526121398804,Low,536.9612042502548,631.0390300931989,45.972696619541935
2013-08-25,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.007317353747747298,0.0005853882998197839,536.9526121398804,Low,536.9617896385546,631.0384447048991,45.97274673839316
2013-08-26,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.007860318284529847,0.0006288254627623878,536.9526121398804,Low,536.9624184640173,631.0378158794364,45.97280057617883
2013-08-27,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.010146007172794324,0.0008116805738235459,536.9526121398804,Low,536.9632301445912,631.0370041988625,45.9728700693647
2013-08-28,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.00950970579142108,0.0007607764633136864,536.9526121398804,Low,536.9639909210545,631.0362434223993,45.9729352043228
2013-08-29,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.009185339914785606,0.0007348271931828485,536.9526121398804,Low,536.9647257482477,631.035508595206,45.97299811759727
2013-08-30,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.0077709456944009166,0.0006216756555520734,536.9526121398804,Low,536.9653474239033,631.0348869195504,45.973051343242034
2013-08-31,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.007478036338085893,0.0005982429070468714,536.9526121398804,Low,536.9659456668103,631.0342886766434,45.97310256265873
2013-09-01,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.0072966301700007055,0.0005837304136000564,536.9526121398804,Low,536.9665293972239,631.0337049462298,45.97315253956767
2013-09-02,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.007680372814672663,0.0006144298251738131,536.9526121398804,Low,536.9671438270491,631.0330905164046,45.973205144850375
2013-09-03,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.007950784275205909,0.0006360627420164727,536.9526121398804,Low,536.967779889791,631.0324544536627,45.97325960226598
2013-09-04,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.007652060434142448,0.0006121648347313959,536.9526121398804,Low,536.9683920546258,631.0318422888279,45.97331201362831
2013-09-05,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.007751396714829927,0.0006201117371863942,536.9526121398804,Low,536.969012166363,631.0312221770907,45.973365105375976
2013-09-06,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.007959362809909984,0.0006367490247927987,536.9526121398804,Low,536.9696489153878,631.0305854280659,45.973419621548665
2013-09-07,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.007315345540066965,0.0005852276432053573,536.9526121398804,Low,536.970234143031,631.0300002004227,45.97346972664506
2013-09-08,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.007786977225483516,0.0006229581780386813,536.9526121398804,Low,536.970857101209,631.0293772422447,45.973523062094806
2013-09-09,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.007813497983636756,0.0006250798386909405,536.9526121398804,Low,536.9714821810477,631.028752162406,45.973576579193534
2013-09-10,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.008301925326974963,0.000664154026157997,536.9526121398804,Low,536.9721463350738,631.0280880083799,45.97363344168437
2013-09-11,FS-CLUSTER-02,Indianapolis,Operations,Fast SAN-style storage,1168.0002343434537,1546.093347578489,0.006780925583146575,0.000542474046651726,536.9526121398804,Low,536.9726888091205,631.0275455343332,45.97367988637083
2013-08-12,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0012961326569279066,0.00010369061255423252,1042.492220773544,Low,1042.4923244641566,803.7720532422513,56.46495361402316
2013-08-13,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0017638281816896686,0.00014110625453517348,1042.492220773544,Low,1042.492465570411,803.7719121359969,56.46496125682102
2013-08-14,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0013102821891978896,0.00010482257513583118,1042.492220773544,Low,1042.4925703929862,803.7718073134217,56.46496693437059
2013-08-15,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.002217782749537603,0.00017742261996300825,1042.492220773544,Low,1042.4927478156062,803.7716298908017,56.46497654418716
2013-08-16,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.002034551307188644,0.00016276410457509154,1042.492220773544,Low,1042.4929105797107,803.7714671266972,56.46498536004834
2013-08-17,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0007428469452605448,5.9427755620843584e-05,1042.492220773544,Low,1042.4929700074663,803.7714076989416,56.46498857885904
2013-08-18,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0006709625755957605,5.367700604766084e-05,1042.492220773544,Low,1042.4930236844725,803.7713540219354,56.46499148618949
2013-08-19,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.004086905465405354,0.0003269524372324283,1042.492220773544,Low,1042.4933506369096,803.7710270694984,56.46500919505291
2013-08-20,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0019189449986491496,0.00015351559989193198,1042.492220773544,Low,1042.4935041525096,803.7708735538984,56.46501750998342
2013-08-21,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0021189809245392983,0.00016951847396314386,1042.492220773544,Low,1042.4936736709835,803.7707040354244,56.46502669168437
2013-08-22,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0014976306409998238,0.00011981045127998591,1042.492220773544,Low,1042.4937934814347,803.7705842249732,56.46503318102861
2013-08-23,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0014877697146914153,0.00011902157717531322,1042.492220773544,Low,1042.4939125030119,803.770465203396,56.46503962764474
2013-08-24,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0008339005314610283,6.671204251688228e-05,1042.492220773544,Low,1042.4939792150544,803.7703984913535,56.46504324099738
2013-08-25,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0008259602228425964,6.607681782740772e-05,1042.492220773544,Low,1042.4940452918722,803.7703324145357,56.465046819944064
2013-08-26,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0010690087638477778,8.552070110782222e-05,1042.492220773544,Low,1042.4941308125733,803.7702468938346,56.465051452038054
2013-08-27,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.008401852942689985,0.0006721482354151987,1042.492220773544,Low,1042.4948029608088,803.7695747455991,56.46508785788781
2013-08-28,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.004194168700944877,0.0003355334960755901,1042.492220773544,Low,1042.495138494305,803.769239212103,56.465106031530766
2013-08-29,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.001448336295490577,0.00011586690363924617,1042.492220773544,Low,1042.4952543612085,803.7691233451994,56.46511230727897
2013-08-30,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0011168214159067245,8.934571327253796e-05,1042.492220773544,Low,1042.4953437069219,803.769033999486,56.465117146548714
2013-08-31,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0010254125123467831,8.203300098774265e-05,1042.492220773544,Low,1042.495425739923,803.768951966485,56.465121589736924
2013-09-01,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0012533337914469001,0.00010026670331575201,1042.492220773544,Low,1042.495526006626,803.7688516997819,56.465127020524854
2013-09-02,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0011264499339018236,9.011599471214589e-05,1042.492220773544,Low,1042.4956161226207,803.7687615837872,56.465131901515676
2013-09-03,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.007258370001070946,0.0005806696000856757,1042.492220773544,Low,1042.4961967922209,803.768180914187,56.465163352569334
2013-09-04,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.014903152435734224,0.0011922521948587379,1042.492220773544,Low,1042.4973890444157,803.7669886619922,56.465227929030284
2013-09-05,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.02141893140479819,0.0017135145123838551,1042.492220773544,Low,1042.4991025589281,803.7652751474798,56.46532073884306
2013-09-06,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0054570420855962,0.000436563366847696,1042.492220773544,Low,1042.499539122295,803.764838584113,56.46534438460973
2013-09-07,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0011842096651947162,9.47367732155773e-05,1042.492220773544,Low,1042.4996338590681,803.7647438473398,56.465349515877726
2013-09-08,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.000881576498100427,7.052611984803416e-05,1042.492220773544,Low,1042.4997043851881,803.7646733212198,56.46535333581385
2013-09-09,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.001656114273927512,0.00013248914191420097,1042.492220773544,Low,1042.49983687433,803.764540832078,56.4653605118794
2013-09-10,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0021908133738147463,0.0001752650699051797,1042.492220773544,Low,1042.5000121393998,803.7643655670081,56.465370004835655
2013-09-11,FS-CLUSTER-03,Dallas,Finance,Fast SAN-style storage,1846.264377706408,2259.61646384935,0.0019678158481458304,0.00015742526785166643,1042.492220773544,Low,1042.5001695646677,803.7642081417403,56.465378531527165
2013-08-12,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.002280421937657319,0.0001824337550125855,842.5703923521444,Low,842.5705747858993,764.3393822234556,52.43421207956297
2013-08-13,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.0021754511105649605,0.00017403608884519685,842.5703923521444,Low,842.5707488219882,764.3392081873667,52.43422291004467
2013-08-14,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.0023696011157887955,0.00018956808926310365,842.5703923521444,Low,842.5709383900775,764.3390186192775,52.43423470710202
2013-08-15,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.0024587783664029696,0.00019670226931223756,842.5703923521444,Low,842.5711350923468,764.3388219170081,52.43424694812826
2013-08-16,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.003158500825352762,0.00025268006602822095,842.5703923521444,Low,842.5713877724129,764.338569236942,52.43426267272222
2013-08-17,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.0022214794870686347,0.0001777183589654908,842.5703923521444,Low,842.5715654907718,764.3383915185831,52.43427373235616
2013-08-18,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.0022364141257066434,0.00017891313005653146,842.5703923521444,Low,842.5717444039019,764.338212605453,52.43428486634218
2013-08-19,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.002542807300077207,0.00020342458400617654,842.5703923521444,Low,842.5719478284859,764.338009180869,52.4342975257064
2013-08-20,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.002282201202627522,0.00018257609621020177,842.5703923521444,Low,842.572130404582,764.3378266047729,52.43430888764335
2013-08-21,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.002158833091072848,0.00017270664728582784,842.5703923521444,Low,842.5723031112294,764.3376538981255,52.43431963539226
2013-08-22,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.0022055594234556856,0.00017644475387645485,842.5703923521444,Low,842.5724795559833,764.3374774533717,52.43433061576817
2013-08-23,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.002257297027764033,0.00018058376222112265,842.5703923521444,Low,842.5726601397455,764.3372968696094,52.4343418537197
2013-08-24,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.002112213958247029,0.0001689771166597623,842.5703923521444,Low,842.5728291168622,764.3371278924927,52.43435236937529
2013-08-25,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.002147721129416536,0.0001718176903533229,842.5703923521444,Low,842.5730009345525,764.3369560748024,52.4343630618033
2013-08-26,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.0024029572542232937,0.0001922365803378635,842.5703923521444,Low,842.5731931711329,764.336763838222,52.434375024924165
2013-08-27,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.005540032449029956,0.00044320259592239646,842.5703923521444,Low,842.5736363737287,764.3363206356262,52.4344026059715
2013-08-28,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.0022301062231237195,0.00017840849784989755,842.5703923521444,Low,842.5738147822266,764.3361422271283,52.43441370855364
2013-08-29,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.0022077785732899963,0.0001766222858631997,842.5703923521444,Low,842.5739914045124,764.3359656048425,52.43442469997759
2013-08-30,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.0022830695427870805,0.00018264556342296643,842.5703923521444,Low,842.5741740500758,764.3357829592791,52.434436066237566
2013-08-31,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.002292069324021418,0.00018336554592171344,842.5703923521444,Low,842.5743574156218,764.3355995937331,52.43444747730296
2013-09-01,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.0023493814352769063,0.0001879505148221525,842.5703923521444,Low,842.5745453661366,764.3354116432183,52.434459173696645
2013-09-02,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.002355968532069869,0.00018847748256558953,842.5703923521444,Low,842.5747338436191,764.3352231657358,52.4344709028842
2013-09-03,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.002439975627433563,0.00019519805019468505,842.5703923521444,Low,842.5749290416694,764.3350279676855,52.434483050301004
2013-09-04,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.002575986752121183,0.00020607894016969465,842.5703923521444,Low,842.5751351206095,764.3348218887454,52.4344958748491
2013-09-05,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.0021631910650905424,0.0001730552852072434,842.5703923521444,Low,842.5753081758947,764.3346488334602,52.43450664429417
2013-09-06,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.0018673491621472044,0.00014938793297177637,842.5703923521444,Low,842.5754575638277,764.3344994455272,52.434515940890556
2013-09-07,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.0019069101745795422,0.00015255281396636339,842.5703923521444,Low,842.5756101166417,764.3343468927133,52.434525434441404
2013-09-08,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.0019398048190669337,0.0001551843855253547,842.5703923521444,Low,842.5757653010272,764.3341917083277,52.43453509175823
2013-09-09,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.0020061102185025344,0.00016048881748020275,842.5703923521444,Low,842.5759257898447,764.3340312195102,52.43454507917643
2013-09-10,FS-CLUSTER-04,Atlanta,Customer Systems,Fast SAN-style storage,1606.909957009355,1985.5256494009184,0.0020915715762466693,0.00016732572609973355,842.5703923521444,Low,842.5760931155708,764.3338638937842,52.43455549206393
