source_file,source_month_folder,trace_type,vm_id,timestamp_raw,timestamp_unit_detected,datetime,date,month,hour,cpu_cores,cpu_capacity_mhz,cpu_usage_mhz,cpu_usage_pct,memory_capacity_kb,memory_usage_kb,disk_read_kbps,disk_write_kbps,network_rx_kbps,network_tx_kbps
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376318146.0,seconds,2013-08-12 14:35:46,2013-08-12,2013-08-01,14,4,11703.99824,6485.965691333334,55.41666666666667,67108864.0,11050592.533333331,2.533333333333333,10.733333333333333,719.9333333333333,21.466666666666665
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376318446.0,seconds,2013-08-12 14:40:46,2013-08-12,2013-08-01,14,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,10334763.2,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376318746.0,seconds,2013-08-12 14:45:46,2013-08-12,2013-08-01,14,4,11703.99824,70.22398944000001,0.6,67108864.0,1476393.6,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376319046.0,seconds,2013-08-12 14:50:46,2013-08-12,2013-08-01,14,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376319346.0,seconds,2013-08-12 14:55:46,2013-08-12,2013-08-01,14,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,2.2666666666666666,0.0,1.0666666666666669
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376319646.0,seconds,2013-08-12 15:00:46,2013-08-12,2013-08-01,15,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376319946.0,seconds,2013-08-12 15:05:46,2013-08-12,2013-08-01,15,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376320246.0,seconds,2013-08-12 15:10:46,2013-08-12,2013-08-01,15,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,1.9333333333333331,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376320546.0,seconds,2013-08-12 15:15:46,2013-08-12,2013-08-01,15,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,2.533333333333333,0.0,1.0666666666666669
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376320846.0,seconds,2013-08-12 15:20:46,2013-08-12,2013-08-01,15,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376321146.0,seconds,2013-08-12 15:25:46,2013-08-12,2013-08-01,15,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376321446.0,seconds,2013-08-12 15:30:46,2013-08-12,2013-08-01,15,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376321746.0,seconds,2013-08-12 15:35:46,2013-08-12,2013-08-01,15,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376322046.0,seconds,2013-08-12 15:40:46,2013-08-12,2013-08-01,15,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.4,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376322346.0,seconds,2013-08-12 15:45:46,2013-08-12,2013-08-01,15,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376322647.0,seconds,2013-08-12 15:50:47,2013-08-12,2013-08-01,15,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376322947.0,seconds,2013-08-12 15:55:47,2013-08-12,2013-08-01,15,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376323247.0,seconds,2013-08-12 16:00:47,2013-08-12,2013-08-01,16,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376323547.0,seconds,2013-08-12 16:05:47,2013-08-12,2013-08-01,16,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376323847.0,seconds,2013-08-12 16:10:47,2013-08-12,2013-08-01,16,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376324147.0,seconds,2013-08-12 16:15:47,2013-08-12,2013-08-01,16,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376324447.0,seconds,2013-08-12 16:20:47,2013-08-12,2013-08-01,16,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376324747.0,seconds,2013-08-12 16:25:47,2013-08-12,2013-08-01,16,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376325047.0,seconds,2013-08-12 16:30:47,2013-08-12,2013-08-01,16,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376325347.0,seconds,2013-08-12 16:35:47,2013-08-12,2013-08-01,16,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,2.066666666666667,0.0666666666666666,1.0666666666666669
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376325647.0,seconds,2013-08-12 16:40:47,2013-08-12,2013-08-01,16,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376325947.0,seconds,2013-08-12 16:45:47,2013-08-12,2013-08-01,16,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.5333333333333334,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376326247.0,seconds,2013-08-12 16:50:47,2013-08-12,2013-08-01,16,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376326547.0,seconds,2013-08-12 16:55:47,2013-08-12,2013-08-01,16,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376326847.0,seconds,2013-08-12 17:00:47,2013-08-12,2013-08-01,17,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,0.9333333333333332
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376327147.0,seconds,2013-08-12 17:05:47,2013-08-12,2013-08-01,17,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,1.8,0.0,1.0666666666666669
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376327447.0,seconds,2013-08-12 17:10:47,2013-08-12,2013-08-01,17,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376327747.0,seconds,2013-08-12 17:15:47,2013-08-12,2013-08-01,17,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376328047.0,seconds,2013-08-12 17:20:47,2013-08-12,2013-08-01,17,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376328347.0,seconds,2013-08-12 17:25:47,2013-08-12,2013-08-01,17,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376328647.0,seconds,2013-08-12 17:30:47,2013-08-12,2013-08-01,17,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376328947.0,seconds,2013-08-12 17:35:47,2013-08-12,2013-08-01,17,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376329247.0,seconds,2013-08-12 17:40:47,2013-08-12,2013-08-01,17,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376329547.0,seconds,2013-08-12 17:45:47,2013-08-12,2013-08-01,17,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376329847.0,seconds,2013-08-12 17:50:47,2013-08-12,2013-08-01,17,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376330147.0,seconds,2013-08-12 17:55:47,2013-08-12,2013-08-01,17,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,1.5333333333333334,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376330447.0,seconds,2013-08-12 18:00:47,2013-08-12,2013-08-01,18,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,178956.8,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376330747.0,seconds,2013-08-12 18:05:47,2013-08-12,2013-08-01,18,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,134217.6,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376331047.0,seconds,2013-08-12 18:10:47,2013-08-12,2013-08-01,18,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376331347.0,seconds,2013-08-12 18:15:47,2013-08-12,2013-08-01,18,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376331647.0,seconds,2013-08-12 18:20:47,2013-08-12,2013-08-01,18,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376331947.0,seconds,2013-08-12 18:25:47,2013-08-12,2013-08-01,18,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376332247.0,seconds,2013-08-12 18:30:47,2013-08-12,2013-08-01,18,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,2.1333333333333333,0.0,1.0666666666666669
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376332547.0,seconds,2013-08-12 18:35:47,2013-08-12,2013-08-01,18,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376332847.0,seconds,2013-08-12 18:40:47,2013-08-12,2013-08-01,18,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376333147.0,seconds,2013-08-12 18:45:47,2013-08-12,2013-08-01,18,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,1.8,0.0666666666666666,1.0666666666666669
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376333447.0,seconds,2013-08-12 18:50:47,2013-08-12,2013-08-01,18,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376333747.0,seconds,2013-08-12 18:55:47,2013-08-12,2013-08-01,18,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376334047.0,seconds,2013-08-12 19:00:47,2013-08-12,2013-08-01,19,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376334347.0,seconds,2013-08-12 19:05:47,2013-08-12,2013-08-01,19,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.5333333333333334,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376334647.0,seconds,2013-08-12 19:10:47,2013-08-12,2013-08-01,19,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.6666666666666667,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376334947.0,seconds,2013-08-12 19:15:47,2013-08-12,2013-08-01,19,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376335247.0,seconds,2013-08-12 19:20:47,2013-08-12,2013-08-01,19,4,11703.99824,118.99064877333336,1.0166666666666666,67108864.0,0.0,131.33333333333334,15.266666666666667,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376335547.0,seconds,2013-08-12 19:25:47,2013-08-12,2013-08-01,19,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.8,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376335847.0,seconds,2013-08-12 19:30:47,2013-08-12,2013-08-01,19,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,32.666666666666664,4.066666666666666,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376336147.0,seconds,2013-08-12 19:35:47,2013-08-12,2013-08-01,19,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,14.933333333333334,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376336447.0,seconds,2013-08-12 19:40:47,2013-08-12,2013-08-01,19,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,1.2666666666666666,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376336747.0,seconds,2013-08-12 19:45:47,2013-08-12,2013-08-01,19,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376337047.0,seconds,2013-08-12 19:50:47,2013-08-12,2013-08-01,19,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376337347.0,seconds,2013-08-12 19:55:47,2013-08-12,2013-08-01,19,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376337647.0,seconds,2013-08-12 20:00:47,2013-08-12,2013-08-01,20,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,0.9333333333333332
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376337947.0,seconds,2013-08-12 20:05:47,2013-08-12,2013-08-01,20,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,268435.2,0.0,1.2666666666666666,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376338248.0,seconds,2013-08-12 20:10:48,2013-08-12,2013-08-01,20,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,89478.4,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376338548.0,seconds,2013-08-12 20:15:48,2013-08-12,2013-08-01,20,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,2.2,0.0,1.0666666666666669
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376338848.0,seconds,2013-08-12 20:20:48,2013-08-12,2013-08-01,20,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376339148.0,seconds,2013-08-12 20:25:48,2013-08-12,2013-08-01,20,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376339448.0,seconds,2013-08-12 20:30:48,2013-08-12,2013-08-01,20,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376339748.0,seconds,2013-08-12 20:35:48,2013-08-12,2013-08-01,20,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376340048.0,seconds,2013-08-12 20:40:48,2013-08-12,2013-08-01,20,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.5333333333333334,0.0666666666666666,1.0666666666666669
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376340348.0,seconds,2013-08-12 20:45:48,2013-08-12,2013-08-01,20,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,1.6,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376340648.0,seconds,2013-08-12 20:50:48,2013-08-12,2013-08-01,20,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,1.2666666666666666,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376340948.0,seconds,2013-08-12 20:55:48,2013-08-12,2013-08-01,20,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376341248.0,seconds,2013-08-12 21:00:48,2013-08-12,2013-08-01,21,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,0.9333333333333332
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376341548.0,seconds,2013-08-12 21:05:48,2013-08-12,2013-08-01,21,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376341848.0,seconds,2013-08-12 21:10:48,2013-08-12,2013-08-01,21,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376342148.0,seconds,2013-08-12 21:15:48,2013-08-12,2013-08-01,21,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376342448.0,seconds,2013-08-12 21:20:48,2013-08-12,2013-08-01,21,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,1.6666666666666667,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376342748.0,seconds,2013-08-12 21:25:48,2013-08-12,2013-08-01,21,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376343048.0,seconds,2013-08-12 21:30:48,2013-08-12,2013-08-01,21,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376343348.0,seconds,2013-08-12 21:35:48,2013-08-12,2013-08-01,21,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
data\raw\fastStorage\2013-8\1.csv,2013-8,fastStorage,fastStorage_2013-8_1,1376343648.0,seconds,2013-08-12 21:40:48,2013-08-12,2013-08-01,21,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0
