cluster_name,model_name,mae,rmse,mape,selected_model_flag
FS-CLUSTER-08,exp_smoothing,0.0025876198258012,0.0028563509432543,0.0003059548060431,False
FS-CLUSTER-08,holt_linear,0.000189058307017,0.0001932289496656,2.235387972173492e-05,True
FS-CLUSTER-08,moving_average_7d,0.004572481074758,0.0047297513176879,0.000540640843902,False
FS-CLUSTER-08,naive,0.0025876198145462,0.0028563509330582,0.0003059548047124,False
FS-CLUSTER-09,exp_smoothing,0.0005118584969555,0.0005797926278819,0.0001111239161571,False
FS-CLUSTER-09,holt_linear,4.587514432127396e-05,6.493612621117438e-05,9.959441241810848e-06,True
FS-CLUSTER-09,moving_average_7d,0.0008466055893937,0.0008893263711559,0.0001837971642436,False
FS-CLUSTER-09,naive,0.0005112855870866,0.0005792869081925,0.0001109995380162,False
FS-CLUSTER-10,exp_smoothing,0.0007609176680034,0.0008481835298899,9.426172276933e-05,False
FS-CLUSTER-10,holt_linear,2.94341803217841e-05,3.524994934465849e-05,3.6462775636897696e-06,True
FS-CLUSTER-10,moving_average_7d,0.0013154922977491,0.0013678229374937,0.0001629618912009,False
FS-CLUSTER-10,naive,0.0007600154815463,0.0008473742591599,9.41499607841348e-05,False
FS-CLUSTER-11,exp_smoothing,0.0021958181301572,0.0024508740344139,0.0002998073204289,False
FS-CLUSTER-11,holt_linear,0.0002131255638784,0.0002465553164216,2.909922631921226e-05,True
FS-CLUSTER-11,moving_average_7d,0.0036253282512136,0.0037852570851773,0.0004949864697709,False
FS-CLUSTER-11,naive,0.002195818123336,0.0024508740283025,0.0002998073194975,False
FS-CLUSTER-12,exp_smoothing,0.001191590488783,0.0013438680440212,8.635337361499192e-05,False
FS-CLUSTER-12,holt_linear,0.0001813142581405,0.0002070387321964,1.3139664494553927e-05,True
FS-CLUSTER-12,moving_average_7d,0.0019984982684166,0.0020928661580826,0.0001448291889096,False
FS-CLUSTER-12,naive,0.0011900986121093,0.0013425453933956,8.624525877582595e-05,False
FS-CLUSTER-13,exp_smoothing,0.0018009424268094,0.0020379147679659,0.0001864964757815,False
FS-CLUSTER-13,holt_linear,0.0002773358374302,0.0002971058288813,2.8719502248197432e-05,True
FS-CLUSTER-13,moving_average_7d,0.0032457299833887,0.003382967055985,0.0003361114354202,False
FS-CLUSTER-13,naive,0.0017988203530714,0.0020360396949556,0.0001862767244587,False
FS-CLUSTER-14,exp_smoothing,0.0003696172524801,0.0004102945676303,2.7678275198912414e-05,False
FS-CLUSTER-14,holt_linear,8.409718426654373e-05,9.789561793416958e-05,6.297500904544096e-06,True
FS-CLUSTER-14,moving_average_7d,0.0006732327355426,0.0006963957460396,5.041410091751968e-05,False
FS-CLUSTER-14,naive,0.0003690299419564,0.0004097655634095,2.7634295262262133e-05,False
FS-CLUSTER-15,exp_smoothing,0.0008651645083058,0.0010037166351078,9.498216389869626e-05,False
FS-CLUSTER-15,holt_linear,0.0001402470985892,0.0002136114085203,1.5397036705226063e-05,True
FS-CLUSTER-15,moving_average_7d,0.0014538401825997,0.0015403209839841,0.0001596099973502,False
FS-CLUSTER-15,naive,0.0008639424824618,0.001002663487997,9.48480036366488e-05,False
FS-CLUSTER-16,exp_smoothing,0.001104790985242,0.001290443818559,0.0001696796420027,False
FS-CLUSTER-16,holt_linear,0.0019842341024838,0.0021717018614286,0.0003047492185684,False
FS-CLUSTER-16,moving_average_7d,0.0016560503161469,0.001785268824966,0.0002543450176183,False
FS-CLUSTER-16,naive,0.001104790981604,0.0012904438154444,0.000169679641444,True
FS-CLUSTER-17,exp_smoothing,0.0040483254113529,0.004602114777879,0.0004086588861265,False
FS-CLUSTER-17,holt_linear,0.000848202107688,0.001038452556709,8.562187419069794e-05,True
FS-CLUSTER-17,moving_average_7d,0.0064255324270366,0.0067880769562127,0.0006486267327909,False
FS-CLUSTER-17,naive,0.004048325399302,0.0046021147672783,0.00040865888491,False
FS-CLUSTER-18,exp_smoothing,0.000941271396292,0.0010818244778099,0.0001858249011314,False
FS-CLUSTER-18,holt_linear,0.0003613734694373,0.0003860823090307,7.134202539085903e-05,True
FS-CLUSTER-18,moving_average_7d,0.0015405270479992,0.001630207331884,0.0003041294507881,False
FS-CLUSTER-18,naive,0.0009406821423486,0.00108131182008,0.0001857085711106,False
FS-CLUSTER-19,exp_smoothing,0.0033727107027061,0.0037325923863267,0.0002366015187809,False
FS-CLUSTER-19,holt_linear,0.0003800695642439,0.0004575249559509,2.666253612017677e-05,True
FS-CLUSTER-19,moving_average_7d,0.0057003677231932,0.0059204105109307,0.0003998907919224,False
FS-CLUSTER-19,naive,0.0033727106924743,0.0037325923770814,0.0002366015180631,False
FS-CLUSTER-20,exp_smoothing,0.0007307999049187,0.0008349147466641,5.7765085059127534e-05,False
FS-CLUSTER-20,holt_linear,7.568732978922656e-05,8.408025894055917e-05,5.982602734249437e-06,True
FS-CLUSTER-20,moving_average_7d,0.0013370613967578,0.0013966915593173,0.000105686208999,False
FS-CLUSTER-20,naive,0.0007297467548466,0.0008339930811327,5.768184022862305e-05,False
